Sector,Symbol,Date,Close Price,EPS,P/E Ratio
Technology,AAPL,2022-02-04,169.8277130126953,6.07,27.97820642713267
Technology,AAPL,2022-02-07,169.10858154296875,6.07,27.859733367869644
Technology,AAPL,2022-02-08,172.23147583007812,6.07,28.374213481067237
Technology,AAPL,2022-02-09,173.65992736816406,6.07,28.609543223750258
Technology,AAPL,2022-02-10,169.56173706054688,6.07,27.93438831310492
Technology,AAPL,2022-02-11,166.13345336914062,6.07,27.36959693066567
Technology,AAPL,2022-02-14,166.3699188232422,6.07,27.408553348145336
Technology,AAPL,2022-02-15,170.22177124023438,6.07,28.043125410252777
Technology,AAPL,2022-02-16,169.98532104492188,6.07,28.004171506576913
Technology,AAPL,2022-02-17,166.3699188232422,6.07,27.408553348145336
Technology,AAPL,2022-02-18,164.81338500976562,6.07,27.152122736369954
Technology,AAPL,2022-02-22,161.877685546875,6.07,26.668481968183688
Technology,AAPL,2022-02-23,157.69085693359375,6.07,25.978724371267504
Technology,AAPL,2022-02-24,160.3211669921875,6.07,26.41205387021211
Technology,AAPL,2022-02-25,162.39981079101562,6.07,26.754499306592358
Technology,AAPL,2022-02-28,162.665771484375,6.07,26.79831490681631
Technology,AAPL,2022-03-01,160.77432250976562,6.07,26.486708815447383
Technology,AAPL,2022-03-02,164.08438110351562,6.07,27.032023246048702
Technology,AAPL,2022-03-03,163.75930786132812,6.07,26.978469169905786
Technology,AAPL,2022-03-04,160.74476623535156,6.07,26.4818395774879
Technology,AAPL,2022-03-07,156.9322967529297,6.07,25.85375564298677
Technology,AAPL,2022-03-08,155.09996032714844,6.07,25.55188802753681
Technology,AAPL,2022-03-09,160.52804565429688,6.07,26.44613602212469
Technology,AAPL,2022-03-10,156.16387939453125,6.07,25.727162997451604
Technology,AAPL,2022-03-11,152.4302215576172,6.07,25.112062859574493
Technology,AAPL,2022-03-14,148.38131713867188,6.07,24.445027535201294
Technology,AAPL,2022-03-15,152.78485107421875,6.07,25.170486173676892
Technology,AAPL,2022-03-16,157.21798706054688,6.07,25.90082159152337
Technology,AAPL,2022-03-17,158.23268127441406,6.07,26.06798703038123
Technology,AAPL,2022-03-18,161.542724609375,6.07,26.613298947178748
Technology,AAPL,2022-03-21,162.92193603515625,6.07,26.840516645001028
Technology,AAPL,2022-03-22,166.31080627441406,6.07,27.398814872226367
Technology,AAPL,2022-03-23,167.68014526367188,6.07,27.624406138990423
Technology,AAPL,2022-03-24,171.4827880859375,6.07,28.250871183844726
Technology,AAPL,2022-03-25,172.1230926513672,6.07,28.35635793267993
Technology,AAPL,2022-03-28,172.9900360107422,6.07,28.49918220934797
Technology,AAPL,2022-03-29,176.30007934570312,6.07,29.044494126145487
Technology,AAPL,2022-03-30,175.1277618408203,6.07,28.85136109403959
Technology,AAPL,2022-03-31,172.01473999023438,6.07,28.338507411900224
Technology,AAPL,2022-04-01,171.7191925048828,6.07,28.289817546109195
Technology,AAPL,2022-04-04,175.7877960205078,6.07,28.96009819118745
Technology,AAPL,2022-04-05,172.45802307128906,6.07,28.411535926077274
Technology,AAPL,2022-04-06,169.27606201171875,6.07,27.887324878372116
Technology,AAPL,2022-04-07,169.58145141601562,6.07,27.937636147613777
Technology,AAPL,2022-04-08,167.5619354248047,6.07,27.60493170095629
Technology,AAPL,2022-04-11,163.28639221191406,6.07,26.900558848750258
Technology,AAPL,2022-04-12,165.16802978515625,6.07,27.210548564276152
Technology,AAPL,2022-04-13,167.86729431152344,6.07,27.65523794259035
Technology,AAPL,2022-04-14,162.833251953125,6.07,26.82590641731878
Technology,AAPL,2022-04-18,162.61654663085938,6.07,26.790205375759367
Technology,AAPL,2022-04-19,164.911865234375,6.07,27.168346826091433
Technology,AAPL,2022-04-20,164.7444305419922,6.07,27.140762857000357
Technology,AAPL,2022-04-21,163.94647216796875,6.07,27.009303487309513
Technology,AAPL,2022-04-22,159.38528442382812,6.07,26.25787222797827
Technology,AAPL,2022-04-25,160.45909118652344,6.07,26.434776142755094
Technology,AAPL,2022-04-26,154.46946716308594,6.07,25.448017654544635
Technology,AAPL,2022-04-27,154.2428741455078,6.07,25.410687668123195
Technology,AAPL,2022-04-28,161.207763671875,6.07,26.558115926173805
Technology,AAPL,2022-04-29,155.30679321289062,6.07,25.585962638037994
Technology,AAPL,2022-05-02,155.61221313476562,6.07,25.63627893488725
Technology,AAPL,2022-05-03,157.10958862304688,6.07,25.88296352933227
Technology,AAPL,2022-05-04,163.55242919921875,6.07,26.944387017993204
Technology,AAPL,2022-05-05,154.43991088867188,6.07,25.443148416585153
Technology,AAPL,2022-05-06,155.16998291015625,6.07,25.56342387317236
Technology,AAPL,2022-05-09,150.0199737548828,6.07,24.714987439025172
Technology,AAPL,2022-05-10,152.4371337890625,6.07,25.113201612695633
Technology,AAPL,2022-05-11,144.5345916748047,6.07,23.811300111170457
Technology,AAPL,2022-05-12,140.64743041992188,6.07,23.17091110707115
Technology,AAPL,2022-05-13,145.1363983154297,6.07,23.910444533019717
Technology,AAPL,2022-05-16,143.58746337890625,6.07,23.655265795536447
Technology,AAPL,2022-05-17,147.23780822753906,6.07,24.256640564668707
Technology,AAPL,2022-05-18,138.93080139160156,6.07,22.888105665832217
Technology,AAPL,2022-05-19,135.50735473632812,6.07,22.324111159197383
Technology,AAPL,2022-05-20,135.74412536621094,6.07,22.363117852753035
Technology,AAPL,2022-05-23,141.19007873535156,6.07,23.26030951159004
Technology,AAPL,2022-05-24,138.47695922851562,6.07,22.813337599425967
Technology,AAPL,2022-05-25,138.63482666015625,6.07,22.8393454135348
Technology,AAPL,2022-05-26,141.85107421875,6.07,23.369204978377265
Technology,AAPL,2022-05-27,147.63243103027344,6.07,24.321652558529397
Technology,AAPL,2022-05-31,146.84320068359375,6.07,24.19163108461182
Technology,AAPL,2022-06-01,146.71495056152344,6.07,24.170502563677665
Technology,AAPL,2022-06-02,149.18142700195312,6.07,24.576841351227863
Technology,AAPL,2022-06-03,143.42959594726562,6.07,23.629257981427614
Technology,AAPL,2022-06-06,144.17942810058594,6.07,23.75278881393508
Technology,AAPL,2022-06-07,146.71495056152344,6.07,24.170502563677665
Technology,AAPL,2022-06-08,145.97499084472656,6.07,24.048598162228426
Technology,AAPL,2022-06-09,140.72637939453125,6.07,23.183917527929363
Technology,AAPL,2022-06-10,135.290283203125,6.07,22.288349786346785
Technology,AAPL,2022-06-13,130.11074829101562,6.07,21.435049141847713
Technology,AAPL,2022-06-14,130.97891235351562,6.07,21.578074522819705
Technology,AAPL,2022-06-15,133.6130828857422,6.07,22.012040014125564
Technology,AAPL,2022-06-16,128.31515502929688,6.07,21.139234765946767
Technology,AAPL,2022-06-17,129.7949981689453,6.07,21.383030999826246
Technology,AAPL,2022-06-21,134.0471954345703,6.07,22.083557732219163
Technology,AAPL,2022-06-22,133.53419494628906,6.07,21.999043648482548
Technology,AAPL,2022-06-23,136.41497802734375,6.07,22.473637236794687
Technology,AAPL,2022-06-24,139.75950622558594,6.07,23.024630350178903
Technology,AAPL,2022-06-27,139.75950622558594,6.07,23.024630350178903
Technology,AAPL,2022-06-28,135.5961456298828,6.07,22.33873898350623
Technology,AAPL,2022-06-29,137.3621063232422,6.07,22.629671552428697
Technology,AAPL,2022-06-30,134.88580322265625,6.07,22.22171387523167
Technology,AAPL,2022-07-01,137.066162109375,6.07,22.58091632773888
Technology,AAPL,2022-07-05,139.66085815429688,6.07,23.00837860861563
Technology,AAPL,2022-07-06,141.00262451171875,6.07,23.229427431914125
Technology,AAPL,2022-07-07,144.38661193847656,6.07,23.78692124192365
Technology,AAPL,2022-07-08,145.0673370361328,6.07,23.899067057023526
Technology,AAPL,2022-07-11,142.92645263671875,6.07,23.546367814945427
Technology,AAPL,2022-07-12,143.90318298339844,6.07,23.70727890995032
Technology,AAPL,2022-07-13,143.5381622314453,6.07,23.64714369546051
Technology,AAPL,2022-07-14,146.4781494140625,6.07,24.131490842514413
Technology,AAPL,2022-07-15,148.15533447265625,6.07,24.407798100931835
Technology,AAPL,2022-07-18,145.09693908691406,6.07,23.903943836394408
Technology,AAPL,2022-07-19,148.97422790527344,6.07,24.542706409435493
Technology,AAPL,2022-07-20,150.98683166503906,6.07,24.874272102971837
Technology,AAPL,2022-07-21,153.26583862304688,6.07,25.24972629704232
Technology,AAPL,2022-07-22,152.02276611328125,6.07,25.044936756718492
Technology,AAPL,2022-07-25,150.89801025390625,6.07,24.859639251055395
Technology,AAPL,2022-07-26,149.56617736816406,6.07,24.640226914030322
Technology,AAPL,2022-07-27,154.68653869628906,6.07,25.483779027395233
Technology,AAPL,2022-07-28,155.23902893066406,6.07,25.574798835364753
Technology,AAPL,2022-07-29,160.32981872558594,6.07,26.41347919696638
Technology,AAPL,2022-08-01,159.34320068359375,6.07,26.250939157099463
Technology,AAPL,2022-08-02,157.86331176757812,6.07,26.007135381808585
Technology,AAPL,2022-08-03,163.90127563476562,6.07,27.001857600455622
Technology,AAPL,2022-08-04,163.58554077148438,6.07,26.94984197223795
Technology,AAPL,2022-08-05,163.35829162597656,6.07,26.91240389225314
Technology,AAPL,2022-08-08,162.8840789794922,6.07,26.83427989777466
Technology,AAPL,2022-08-09,162.9334716796875,6.07,26.842417080673393
Technology,AAPL,2022-08-10,167.20144653320312,6.07,27.54554308619491
Technology,AAPL,2022-08-11,166.46047973632812,6.07,27.42347277369491
Technology,AAPL,2022-08-12,170.02699279785156,6.07,28.01103670475314
Technology,AAPL,2022-08-15,171.10386657714844,6.07,28.188445894093647
Technology,AAPL,2022-08-16,170.94580078125,6.07,28.16240540053542
Technology,AAPL,2022-08-17,172.44747924804688,6.07,28.409798887651874
Technology,AAPL,2022-08-18,172.0522918701172,6.07,28.344693883050606
Technology,AAPL,2022-08-19,169.4539794921875,6.07,27.916635830673393
Technology,AAPL,2022-08-22,165.55154418945312,6.07,27.27373050897086
Technology,AAPL,2022-08-23,165.2156524658203,6.07,27.218394145934152
Technology,AAPL,2022-08-24,165.5120391845703,6.07,27.267222270934152
Technology,AAPL,2022-08-25,167.98194885253906,6.07,27.67412666433922
Technology,AAPL,2022-08-26,161.64913940429688,6.07,26.630830214875925
Technology,AAPL,2022-08-29,159.4361114501953,6.07,26.266245708434152
Technology,AAPL,2022-08-30,156.9958953857422,6.07,25.864233177222765
Technology,AAPL,2022-08-31,155.3262176513672,6.07,25.58916271027466
Technology,AAPL,2022-09-01,156.05734252929688,6.07,25.70961161932403
Technology,AAPL,2022-09-02,153.93321228027344,6.07,25.359672533817697
Technology,AAPL,2022-09-06,152.6686248779297,6.07,25.151338530136684
Technology,AAPL,2022-09-07,154.08140563964844,6.07,25.384086596317697
Technology,AAPL,2022-09-08,152.5994873046875,6.07,25.139948485121497
Technology,AAPL,2022-09-09,155.47442626953125,6.07,25.61357928657846
Technology,AAPL,2022-09-12,161.46141052246094,6.07,26.59990288673162
Technology,AAPL,2022-09-13,151.9869384765625,6.07,25.039034345397447
Technology,AAPL,2022-09-14,153.4392547607422,6.07,25.278295677222765
Technology,AAPL,2022-09-15,150.53465270996094,6.07,24.799778041179724
Technology,AAPL,2022-09-16,148.88475036621094,6.07,24.527965463955674
Technology,AAPL,2022-09-19,152.6192169189453,6.07,25.143198833434152
Technology,AAPL,2022-09-20,155.01007080078125,6.07,25.537079209354406
Technology,AAPL,2022-09-21,151.868408203125,6.07,25.019507117483524
Technology,AAPL,2022-09-22,150.9001922607422,6.07,24.85999872499871
Technology,AAPL,2022-09-23,148.61798095703125,6.07,24.484016632130352
Technology,AAPL,2022-09-26,148.95391845703125,6.07,24.53936053657846
Technology,AAPL,2022-09-27,149.9320068359375,6.07,24.700495360121497
Technology,AAPL,2022-09-28,148.03512573242188,6.07,24.38799435459998
Technology,AAPL,2022-09-29,140.76376342773438,6.07,23.19007634723795
Technology,AAPL,2022-09-30,136.5353240966797,6.07,22.493463607360738
Technology,AAPL,2022-10-03,140.73411560058594,6.07,23.185192026455674
Technology,AAPL,2022-10-04,144.3401641845703,6.07,23.779269223158206
Technology,AAPL,2022-10-05,144.6365509033203,6.07,23.828097348158206
Technology,AAPL,2022-10-06,143.67825317382812,6.07,23.67022292814302
Technology,AAPL,2022-10-07,138.4025421142578,6.07,22.80107777829618
Technology,AAPL,2022-10-10,138.72860717773438,6.07,22.854795251686056
Technology,AAPL,2022-10-11,137.30593872070312,6.07,22.62041824064302
Technology,AAPL,2022-10-12,136.6736602783203,6.07,22.51625375260631
Technology,AAPL,2022-10-13,141.26763916015625,6.07,23.27308717630251
Technology,AAPL,2022-10-14,136.71315002441406,6.07,22.52275947683922
Technology,AAPL,2022-10-17,140.69459533691406,6.07,23.178681274615165
Technology,AAPL,2022-10-18,142.0184783935547,6.07,23.396783919860738
Technology,AAPL,2022-10-19,142.1271514892578,6.07,23.414687230520233
Technology,AAPL,2022-10-20,141.66282653808594,6.07,23.33819218090378
Technology,AAPL,2022-10-21,145.49609375,6.07,23.969702429983524
Technology,AAPL,2022-10-24,147.6498260498047,6.07,24.324518294860738
Technology,AAPL,2022-10-25,150.50498962402344,6.07,24.794891206593647
Technology,AAPL,2022-10-26,147.551025390625,6.07,24.30824141525947
Technology,AAPL,2022-10-27,143.0558624267578,6.07,23.567687384968337
Technology,AAPL,2022-10-28,153.8640594482422,6.07,25.34827997499871
Technology,AAPL,2022-10-31,151.49295043945312,6.07,24.95765246119491
Technology,AAPL,2022-11-01,148.83535766601562,6.07,24.519828281056938
Technology,AAPL,2022-11-02,143.28305053710938,6.07,23.60511540973795
Technology,AAPL,2022-11-03,137.2071533203125,6.07,22.60414387484555
Technology,AAPL,2022-11-04,136.93994140625,6.07,22.56012214271005
Technology,AAPL,2022-11-07,137.47430419921875,6.07,22.648155551765857
Technology,AAPL,2022-11-08,138.04827880859375,6.07,22.742714795484964
Technology,AAPL,2022-11-09,133.46646118164062,6.07,21.987884873416906
Technology,AAPL,2022-11-10,145.3415985107422,6.07,23.94425016651436
Technology,AAPL,2022-11-11,148.14215087890625,6.07,24.405626174449132
Technology,AAPL,2022-11-14,146.73692321777344,6.07,24.174122441148835
Technology,AAPL,2022-11-15,148.47862243652344,6.07,24.46105806203022
Technology,AAPL,2022-11-16,147.24159240722656,6.07,24.257263988010966
Technology,AAPL,2022-11-17,149.15155029296875,6.07,24.57191932338859
Technology,AAPL,2022-11-18,149.71560668945312,6.07,24.664844594638076
Technology,AAPL,2022-11-21,146.46974182128906,6.07,24.130105736620933
Technology,AAPL,2022-11-22,148.6171417236328,6.07,24.483878372921385
Technology,AAPL,2022-11-23,149.4979248046875,6.07,24.6289826696355
Technology,AAPL,2022-11-25,146.56869506835938,6.07,24.146407754260192
Technology,AAPL,2022-11-28,142.71917724609375,6.07,23.51222030413406
Technology,AAPL,2022-11-29,139.700927734375,6.07,23.014979857392916
Technology,AAPL,2022-11-30,146.48953247070312,6.07,24.133366140148784
Technology,AAPL,2022-12-01,146.76661682128906,6.07,24.179014303342512
Technology,AAPL,2022-12-02,146.27183532714844,6.07,24.09750170134241
Technology,AAPL,2022-12-05,145.10409545898438,6.07,23.905122810376337
Technology,AAPL,2022-12-06,141.42282104492188,6.07,23.298652560942646
Technology,AAPL,2022-12-07,139.4733123779297,6.07,22.977481446116915
Technology,AAPL,2022-12-08,141.16552734375,6.07,23.25626480127677
Technology,AAPL,2022-12-09,140.6806182861328,6.07,23.176378630334895
Technology,AAPL,2022-12-12,142.98638916015625,6.07,23.556242036269563
Technology,AAPL,2022-12-13,143.95616149902344,6.07,23.716006836741915
Technology,AAPL,2022-12-14,141.7196807861328,6.07,23.34755861386043
Technology,AAPL,2022-12-15,135.0795135498047,6.07,22.25362661446535
Technology,AAPL,2022-12-16,133.1102294921875,6.07,21.92919760991557
Technology,AAPL,2022-12-19,130.9924774169922,6.07,21.580309294397395
Technology,AAPL,2022-12-20,130.9232177734375,6.07,21.56889913895181
Technology,AAPL,2022-12-21,134.04043579101562,6.07,22.082444117136017
Technology,AAPL,2022-12-22,130.85394287109375,6.07,21.55748646970243
Technology,AAPL,2022-12-23,130.48782348632812,6.07,21.497170261339065
Technology,AAPL,2022-12-27,128.6768341064453,6.07,21.1988194574045
Technology,AAPL,2022-12-28,124.72835540771484,6.07,20.548328732737204
Technology,AAPL,2022-12-29,128.26121520996094,6.07,21.130348469515805
Technology,AAPL,2022-12-30,128.577880859375,6.07,21.18251743976524
Technology,AAPL,2023-01-03,123.76847076416016,6.07,20.39019287712688
Technology,AAPL,2023-01-04,125.04502868652344,6.07,20.60049895988854
Technology,AAPL,2023-01-05,123.71897888183594,6.07,20.382039354503448
Technology,AAPL,2023-01-06,128.27108764648438,6.07,21.131974900574033
Technology,AAPL,2023-01-09,128.79556274414062,6.07,21.218379364767813
Technology,AAPL,2023-01-10,129.3695526123047,6.07,21.31294112229072
Technology,AAPL,2023-01-11,132.10084533691406,6.07,21.76290697477991
Technology,AAPL,2023-01-12,132.02166748046875,6.07,21.7498628468647
Technology,AAPL,2023-01-13,133.35763549804688,6.07,21.969956424719417
Technology,AAPL,2023-01-17,134.5253448486328,6.07,22.162330288077893
Technology,AAPL,2023-01-18,133.8029327392578,6.07,22.043316760997993
Technology,AAPL,2023-01-19,133.8623046875,6.07,22.053097971581547
Technology,AAPL,2023-01-20,136.4352569580078,6.07,22.47697808204412
Technology,AAPL,2023-01-23,139.64154052734375,6.07,23.00519613300556
Technology,AAPL,2023-01-24,141.04676818847656,6.07,23.23669986630586
Technology,AAPL,2023-01-25,140.38372802734375,6.07,23.127467549809513
Technology,AAPL,2023-01-26,142.46189880371094,6.07,23.469835058271983
Technology,AAPL,2023-01-27,144.41136169433594,6.07,23.790998631686314
Technology,AAPL,2023-01-30,141.51187133789062,6.07,23.31332311991608
Technology,AAPL,2023-01-31,142.7884521484375,6.07,23.523632973383442
Technology,AAPL,2023-02-01,143.91659545898438,6.07,23.70948854349001
Technology,AAPL,2023-02-02,149.25051879882812,6.07,24.58822385483165
Technology,AAPL,2023-02-03,152.89219665527344,6.07,25.188170783405837
Technology,AAPL,2023-02-06,150.1510009765625,6.07,24.73657347225082
Technology,AAPL,2023-02-07,153.0406036376953,6.07,25.212620039159027
Technology,AAPL,2023-02-08,150.3390350341797,6.07,24.76755107647112
Technology,AAPL,2023-02-09,149.2999725341797,6.07,24.59637109294558
Technology,AAPL,2023-02-10,149.66668701171875,6.07,24.656785339657123
Technology,AAPL,2023-02-13,152.48143005371094,6.07,25.12049918512536
Technology,AAPL,2023-02-14,151.83718872070312,6.07,25.014363874909904
Technology,AAPL,2023-02-15,153.94825744628906,6.07,25.36215114436393
Technology,AAPL,2023-02-16,152.34266662597656,6.07,25.0976386533734
Technology,AAPL,2023-02-17,151.1929931640625,6.07,24.908236106105846
Technology,AAPL,2023-02-21,147.1591796875,6.07,24.243686933690277
Technology,AAPL,2023-02-22,147.58535766601562,6.07,24.313897473808176
Technology,AAPL,2023-02-23,148.07101440429688,6.07,24.393906821136223
Technology,AAPL,2023-02-24,145.40493774414062,6.07,23.954684966085768
Technology,AAPL,2023-02-27,146.6041717529297,6.07,24.152252348093853
Technology,AAPL,2023-02-28,146.0987091064453,6.07,24.068980083434152
Technology,AAPL,2023-03-01,144.0174102783203,6.07,23.7260972451928
Technology,AAPL,2023-03-02,144.612060546875,6.07,23.82406269306013
Technology,AAPL,2023-03-03,149.68649291992188,6.07,24.660048256988777
Technology,AAPL,2023-03-06,152.4615936279297,6.07,25.117231240186108
Technology,AAPL,2023-03-07,150.25144958496094,6.07,24.753121842662427
Technology,AAPL,2023-03-08,151.51014709472656,6.07,24.96048551807686
Technology,AAPL,2023-03-09,149.2504119873047,6.07,24.588206258205055
Technology,AAPL,2023-03-10,147.17904663085938,6.07,24.246959906237127
Technology,AAPL,2023-03-13,149.13150024414062,6.07,24.56861618519615
Technology,AAPL,2023-03-14,151.23263549804688,6.07,24.91476696837675
Technology,AAPL,2023-03-15,151.62905883789062,6.07,24.980075591085768
Technology,AAPL,2023-03-16,154.46363830566406,6.07,25.447057381493256
Technology,AAPL,2023-03-17,153.6211700439453,6.07,25.30826524611949
Technology,AAPL,2023-03-20,155.99984741210938,6.07,25.700139606607802
Technology,AAPL,2023-03-21,157.8631134033203,6.07,26.007102702359195
Technology,AAPL,2023-03-22,156.42599487304688,6.07,25.7703451191181
Technology,AAPL,2023-03-23,157.5162353515625,6.07,25.949956400586903
Technology,AAPL,2023-03-24,158.82447814941406,6.07,26.165482396938064
Technology,AAPL,2023-03-27,156.8720245361328,6.07,25.843826117979045
Technology,AAPL,2023-03-28,156.24761962890625,6.07,25.74095875270284
Technology,AAPL,2023-03-29,159.33987426757812,6.07,26.250391147871188
Technology,AAPL,2023-03-30,160.9157257080078,6.07,26.51000423525664
Technology,AAPL,2023-03-31,163.43312072753906,6.07,26.92473158608551
Technology,AAPL,2023-04-03,164.69180297851562,6.07,27.13209274769615
Technology,AAPL,2023-04-04,164.15663146972656,6.07,27.04392610703897
Technology,AAPL,2023-04-05,162.30328369140625,6.07,26.738596983757205
Technology,AAPL,2023-04-06,163.19528198242188,6.07,26.885548926263898
Technology,AAPL,2023-04-10,160.58865356445312,6.07,26.456120850816
Technology,AAPL,2023-04-11,159.36961364746094,6.07,26.255290551476264
Technology,AAPL,2023-04-12,158.6758270263672,6.07,26.14099292032408
Technology,AAPL,2023-04-13,164.0872344970703,6.07,27.032493327359195
Technology,AAPL,2023-04-14,163.74038696289062,6.07,26.975352053194502
Technology,AAPL,2023-04-17,163.76016235351562,6.07,26.978609942918553
Technology,AAPL,2023-04-18,164.98915100097656,6.07,27.18107924233551
Technology,AAPL,2023-04-19,166.1388702392578,6.07,27.370489331014465
Technology,AAPL,2023-04-20,165.16754150390625,6.07,27.21046812255457
Technology,AAPL,2023-04-21,163.55206298828125,6.07,26.944326686702016
Technology,AAPL,2023-04-24,163.8592987060547,6.07,26.99494212620341
Technology,AAPL,2023-04-25,162.3131866455078,6.07,26.74022844242303
Technology,AAPL,2023-04-26,162.30328369140625,6.07,26.738596983757205
Technology,AAPL,2023-04-27,166.91189575195312,6.07,27.497841145297055
Technology,AAPL,2023-04-28,168.17059326171875,6.07,27.70520482071149
Technology,AAPL,2023-05-01,168.08140563964844,6.07,27.69051163750386
Technology,AAPL,2023-05-02,167.04074096679688,6.07,27.519067704579385
Technology,AAPL,2023-05-03,165.96044921875,6.07,27.34109542318781
Technology,AAPL,2023-05-04,164.31521606445312,6.07,27.07005206992638
Technology,AAPL,2023-05-05,172.0260009765625,6.07,28.3403625991042
Technology,AAPL,2023-05-08,171.9566192626953,6.07,28.32893233322822
Technology,AAPL,2023-05-09,170.2420196533203,6.07,28.046461227894614
Technology,AAPL,2023-05-10,172.01608276367188,6.07,28.338728626634573
Technology,AAPL,2023-05-11,172.20440673828125,6.07,28.36975399312706
Technology,AAPL,2023-05-12,171.27146911621094,6.07,28.216057515026513
Technology,AAPL,2023-05-15,170.7752227783203,6.07,28.134303587861666
Technology,AAPL,2023-05-16,170.7752227783203,6.07,28.134303587861666
Technology,AAPL,2023-05-17,171.3905792236328,6.07,28.23568026748481
Technology,AAPL,2023-05-18,173.73280334472656,6.07,28.621549150696303
Technology,AAPL,2023-05-19,173.8419647216797,6.07,28.639532903077377
Technology,AAPL,2023-05-22,172.88919067382812,6.07,28.482568480037582
Technology,AAPL,2023-05-23,170.26907348632812,6.07,28.050918202030992
Technology,AAPL,2023-05-24,170.54696655273438,6.07,28.09669959682609
Technology,AAPL,2023-05-25,171.68829345703125,6.07,28.284727093415363
Technology,AAPL,2023-05-26,174.1099395751953,6.07,28.68368032540285
Technology,AAPL,2023-05-30,175.9658660888672,6.07,28.98943428152672
Technology,AAPL,2023-05-31,175.91624450683594,6.07,28.981259391570994
Technology,AAPL,2023-06-01,178.73487854003906,6.07,29.44561425700808
Technology,AAPL,2023-06-02,179.5884246826172,6.07,29.586231413940226
Technology,AAPL,2023-06-05,178.22872924804688,6.07,29.362228871177408
Technology,AAPL,2023-06-06,177.86151123046875,6.07,29.301731668940484
Technology,AAPL,2023-06-07,176.48196411132812,6.07,29.074458667434616
Technology,AAPL,2023-06-08,179.21128845214844,6.07,29.52410023923368
Technology,AAPL,2023-06-09,179.5983428955078,6.07,29.587865386409852
Technology,AAPL,2023-06-12,182.40704345703125,6.07,30.050583765573517
Technology,AAPL,2023-06-13,181.93064880371094,6.07,29.97210029715172
Technology,AAPL,2023-06-14,182.5658416748047,6.07,30.076744921714116
Technology,AAPL,2023-06-15,184.6103515625,6.07,30.413566978995057
Technology,AAPL,2023-06-16,183.52853393554688,6.07,30.235343317223535
Technology,AAPL,2023-06-20,183.61785888671875,6.07,30.250059124665363
Technology,AAPL,2023-06-21,182.5757598876953,6.07,30.07837889418374
Technology,AAPL,2023-06-22,185.59288024902344,6.07,30.57543331944373
Technology,AAPL,2023-06-23,185.27528381347656,6.07,30.52311100716253
Technology,AAPL,2023-06-26,183.8759002685547,6.07,30.29257006071741
